loan_amnt,purpose,revenue,dti_n,fico_n,home_ownership_n,emp_length_n,Default
6500,credit_card,40000,10.2,662,MORTGAGE,3,0
6500,credit_card,72000,9.2,757,MORTGAGE,2,0
6500,credit_card,55000,9.19,672,MORTGAGE,1,0
6500,credit_card,43000,8.68,702,RENT,2,1
6500,credit_card,82000,7.39,677,MORTGAGE,11,0
6500,credit_card,40000,5.64,667,RENT,11,0
6500,credit_card,52000,3.99,662,MORTGAGE,4,0
6500,credit_card,80000,3.32,662,MORTGAGE,3,0
6400,credit_card,28000,46.86,672,RENT,6,1
6400,credit_card,55000,23.08,722,RENT,11,0
6400,credit_card,65000,22.99,682,OWN,7,0
6400,credit_card,50000,20.86,712,MORTGAGE,6,1
6400,credit_card,40000,18.99,747,MORTGAGE,4,0
6400,credit_card,45000,17.61,662,RENT,1,0
6400,credit_card,64000,17.38,677,RENT,10,0
6400,credit_card,35000,16.94,737,RENT,6,0
6400,credit_card,32000,16.05,662,RENT,2,0
6400,credit_card,104000,15.58,697,RENT,1,0
6400,credit_card,38000,12.32,667,RENT,4,0
6400,credit_card,140000,8.8,672,RENT,5,0
6400,credit_card,41000,7.14,757,MORTGAGE,4,0
6400,credit_card,80000,0.9,662,MORTGAGE,9,0
6250,credit_card,30000,33.16,672,RENT,11,1
6250,credit_card,200000,5.23,662,RENT,7,1
6200,credit_card,36800,21.43,727,OWN,3,0
6200,credit_card,53760,4.02,692,RENT,1,0
6150,credit_card,37000,29.61,697,RENT,3,0
6150,credit_card,14000,26.07,707,RENT,10,1
6100,credit_card,32000,8.89,672,RENT,3,0
6075,credit_card,32000,16.61,732,OWN,5,0
6025,credit_card,45000,34.72,737,RENT,4,1
6025,credit_card,25000,18.77,712,RENT,5,0
6025,credit_card,42000,17.2,672,RENT,3,0
6025,credit_card,55000,13.16,662,OWN,8,0
6025,credit_card,20000,3,712,RENT,2,0
6000,credit_card,62000,38.44,717,MORTGAGE,8,0
6000,credit_card,20000,36.79,697,RENT,1,0
6000,credit_card,25000,35.05,692,OWN,11,1
6000,credit_card,36000,34.73,662,MORTGAGE,3,0
6000,credit_card,40000,34.35,732,RENT,5,0
6000,credit_card,48000,34.2,667,RENT,1,0
6000,credit_card,25000,33.51,727,RENT,11,0
6000,credit_card,42000,32.94,687,MORTGAGE,11,0
6000,credit_card,100000,30.75,712,OWN,3,0
6000,credit_card,52000,30.12,692,RENT,8,0
6000,credit_card,70000,29.11,702,RENT,11,0
6000,credit_card,87500,28.47,682,RENT,2,1
6000,credit_card,40000,28.02,702,MORTGAGE,4,0
6000,credit_card,16283,27.51,692,MORTGAGE,0,0
6000,credit_card,43000,27.49,672,OWN,3,1
6000,credit_card,25000,27.22,717,OWN,0,0
6000,credit_card,75000,27.2,672,MORTGAGE,11,0
6000,credit_card,28000,26.7,687,OWN,6,0
6000,credit_card,51000,26.68,677,RENT,6,0
6000,credit_card,59000,26.44,677,OWN,11,0
6000,credit_card,50000,26.43,742,RENT,11,0
6000,credit_card,48000,26.2,672,RENT,0,1
6000,credit_card,45000,26,662,RENT,7,0
6000,credit_card,60000,25.5,677,RENT,6,1
6000,credit_card,74000,25.15,752,MORTGAGE,5,0
6000,credit_card,65000,25,692,MORTGAGE,5,1
6000,credit_card,28000,24.99,692,RENT,3,0
6000,credit_card,25344,24.69,712,RENT,1,0
6000,credit_card,26000,24.52,682,OWN,4,0
6000,credit_card,90000,23.95,682,MORTGAGE,9,0
6000,credit_card,42000,23.74,672,RENT,1,0
6000,credit_card,32360.16,23,662,RENT,0,0
6000,credit_card,65000,22.6,727,OWN,10,0
6000,credit_card,110000,21.53,692,RENT,3,0
6000,credit_card,20000,20.71,682,MORTGAGE,11,1
6000,credit_card,52000,20.38,707,RENT,11,0
6000,credit_card,56000,20.32,667,RENT,3,0
6000,credit_card,95000,20.28,682,RENT,11,1
6000,credit_card,65000,20.27,707,MORTGAGE,11,0
6000,credit_card,13000,19.85,732,OWN,4,0
6000,credit_card,35000,19.62,677,RENT,2,0
6000,credit_card,75000,18.77,662,RENT,4,1
6000,credit_card,35360,18.77,677,RENT,4,0
6000,credit_card,110000,18.62,672,RENT,7,0
6000,credit_card,47665,18.5,692,RENT,11,1
6000,credit_card,28000,18.17,717,RENT,0,0
6000,credit_card,40000,18.06,672,MORTGAGE,10,0
6000,credit_card,25000,18,667,RENT,6,0
6000,credit_card,110000,17.85,732,RENT,4,0
6000,credit_card,38000,17.62,687,RENT,1,0
6000,credit_card,35655,17.54,682,RENT,7,0
6000,credit_card,70000,17.28,677,RENT,1,0
6000,credit_card,30000,17.16,677,RENT,2,0
6000,credit_card,42000,16.71,667,MORTGAGE,4,0
6000,credit_card,58000,16.45,672,RENT,11,0
6000,credit_card,52000,16.13,772,RENT,4,0
6000,credit_card,50000,15.87,727,MORTGAGE,2,0
6000,credit_card,55100,15.68,692,MORTGAGE,2,0
6000,credit_card,55000,15.31,662,MORTGAGE,1,0
6000,credit_card,75000,15.3,662,RENT,11,0
6000,credit_card,50000,15.15,662,RENT,3,1
6000,credit_card,21000,14.8,707,MORTGAGE,10,0
6000,credit_card,37000,14.79,797,MORTGAGE,11,0
6000,credit_card,104000,14.73,662,RENT,11,1
6000,credit_card,71000,14.57,677,OWN,11,1
6000,credit_card,40000,14.2,752,RENT,5,0
6000,credit_card,50000,13.63,717,MORTGAGE,2,0
6000,credit_card,90000,13.61,807,RENT,10,0
6000,credit_card,90000,12.75,672,MORTGAGE,11,0
6000,credit_card,63000,12.72,692,MORTGAGE,11,0
6000,credit_card,45000,12.47,672,RENT,2,0
6000,credit_card,115000,12.33,662,RENT,4,0
6000,credit_card,35000,11.97,707,RENT,3,0
6000,credit_card,63500,11.79,747,RENT,4,0
6000,credit_card,65200,11.49,687,RENT,11,0
6000,credit_card,86000,11,662,RENT,9,1
6000,credit_card,26000,10.99,662,RENT,9,1
6000,credit_card,100000,10.38,662,MORTGAGE,11,0
6000,credit_card,25000,9.83,677,RENT,0,1
6000,credit_card,22000,9.82,667,OWN,0,1
6000,credit_card,36000,9.77,672,MORTGAGE,4,0
6000,credit_card,39000,9.42,662,RENT,11,1
6000,credit_card,150000,9.11,682,RENT,11,1
6000,credit_card,50000,9.03,667,OWN,5,1
6000,credit_card,25000,8.98,742,RENT,3,0
6000,credit_card,70000,8.76,777,OWN,5,0
6000,credit_card,45000,8.56,812,RENT,11,0
6000,credit_card,140000,8.49,672,MORTGAGE,2,0
6000,credit_card,83000,7.92,722,MORTGAGE,6,0
6000,credit_card,55000,7.55,712,MORTGAGE,4,0
6000,credit_card,32000,6.98,677,RENT,2,0
6000,credit_card,42000,6.97,692,MORTGAGE,2,0
6000,credit_card,85000,6.73,672,MORTGAGE,11,0
6000,credit_card,33720,6.62,747,OWN,4,0
6000,credit_card,42000,6.23,667,OWN,10,0
6000,credit_card,36000,5.87,662,RENT,2,0
6000,credit_card,35000,5.32,677,RENT,8,0
6000,credit_card,60000,5.02,672,MORTGAGE,4,0
6000,credit_card,56000,4.32,737,MORTGAGE,0,0
6000,credit_card,72000,3.95,682,OWN,11,0
6000,credit_card,55000,3.88,767,MORTGAGE,9,0
6000,credit_card,180000,2.95,722,OWN,11,0
6000,credit_card,62000,1.79,762,RENT,2,0
5950,credit_card,27600,11.31,677,MORTGAGE,0,0
5900,credit_card,72000,13.75,667,RENT,1,0
5850,credit_card,45000,12.21,692,RENT,3,0
5800,credit_card,22200,27.51,677,RENT,5,0
5800,credit_card,58000,11.92,747,MORTGAGE,9,0
5750,credit_card,16000,31.06,697,OWN,4,1
5750,credit_card,35000,8.57,677,OWN,3,0
5725,credit_card,48000,0.7,692,RENT,6,0
5600,credit_card,60000,47.03,767,MORTGAGE,5,0
5600,credit_card,21000,30.74,732,OWN,5,0
5600,credit_card,44000,20.92,687,OWN,7,0
5600,credit_card,28000,19.25,682,RENT,5,0
5600,credit_card,40000,13.92,677,RENT,1,0
5600,credit_card,38000,10.56,662,RENT,10,0
5600,credit_card,48000,8.43,692,RENT,10,0
5600,credit_card,88200,7.63,682,RENT,5,0
5575,credit_card,42000,25.14,757,MORTGAGE,10,1
5525,credit_card,60000,6.21,667,MORTGAGE,1,1
5500,credit_card,40000,29.7,692,MORTGAGE,11,0
5500,credit_card,29500,25.31,692,OWN,1,0
5500,credit_card,55000,23.04,667,MORTGAGE,3,0
5500,credit_card,40000,19.61,677,MORTGAGE,2,0
5500,credit_card,44000,17.79,662,RENT,4,1
5500,credit_card,30000,15.32,712,RENT,5,0
5500,credit_card,91000,12.51,672,RENT,11,0
5500,credit_card,37000,9.97,662,RENT,5,0
5500,credit_card,110000,9.09,787,MORTGAGE,11,0
5500,credit_card,38480,4.59,747,MORTGAGE,3,0
5400,credit_card,86000,27.52,677,MORTGAGE,11,0
5400,credit_card,18000,26.87,687,RENT,11,0
5400,credit_card,152000,14.69,682,MORTGAGE,3,0
5375,credit_card,60000,31.36,667,MORTGAGE,2,0
5325,credit_card,41200,13.72,707,MORTGAGE,4,0
5300,credit_card,126200,13.85,737,MORTGAGE,11,0
5275,credit_card,16500,13.31,692,RENT,7,0
5225,credit_card,31000,24.39,662,MORTGAGE,1,1
5225,credit_card,50000,23.67,672,RENT,0,0
5200,credit_card,28560,28.53,712,OWN,0,0
5200,credit_card,68000,10.5,672,RENT,11,0
5200,credit_card,41400,9.94,672,MORTGAGE,2,0
5200,credit_card,40000,4.74,687,RENT,8,0
5200,credit_card,68000,4.08,792,RENT,11,0
5150,credit_card,55873,18.8,702,MORTGAGE,8,0
5100,credit_card,15000,30.96,662,RENT,0,1
5100,credit_card,71000,30.75,702,MORTGAGE,11,0
5100,credit_card,29300,19.87,687,MORTGAGE,0,1
5100,credit_card,18500,9.54,662,RENT,2,0
5050,credit_card,82000,20.47,697,RENT,11,0
5050,credit_card,65000,16.78,662,RENT,11,0
5025,credit_card,35000,30.86,682,RENT,8,0
5000,credit_card,14000,46.14,687,OWN,0,0
5000,credit_card,38000,39.99,737,MORTGAGE,4,0
5000,credit_card,35000,37.93,752,MORTGAGE,8,0
5000,credit_card,94000,36.43,682,MORTGAGE,4,1
5000,credit_card,26000,34.53,707,RENT,2,0
5000,credit_card,60000,34.22,737,RENT,9,0
5000,credit_card,95000,33.54,732,MORTGAGE,1,0
5000,credit_card,35000,33.5,692,RENT,9,0
5000,credit_card,24000,33,682,OWN,11,0
5000,credit_card,32000,32.68,767,RENT,4,0
5000,credit_card,90000,30.8,662,RENT,3,0
5000,credit_card,26000,29.69,702,RENT,1,0
5000,credit_card,36000,29.5,687,OWN,8,0
5000,credit_card,48000,28.88,682,RENT,4,0
5000,credit_card,43000,27.94,692,MORTGAGE,2,0
5000,credit_card,35000,27.91,712,MORTGAGE,2,0
5000,credit_card,50340,26.67,717,RENT,1,0
5000,credit_card,50000,26.33,722,RENT,11,0
5000,credit_card,48000,25.73,702,RENT,4,0
5000,credit_card,36000,25.5,707,OWN,11,0
5000,credit_card,60000,25.46,662,RENT,2,1
5000,credit_card,70000,25.13,697,RENT,4,0
5000,credit_card,80000,24.75,667,RENT,5,1
5000,credit_card,44000,24.5,667,MORTGAGE,0,0
5000,credit_card,44500,24.46,662,OWN,7,0
5000,credit_card,30240,24.44,672,RENT,5,1
5000,credit_card,50000,24.2,727,RENT,4,0
5000,credit_card,30000,24.16,737,RENT,1,0
5000,credit_card,49000,23.7,662,OWN,0,0
5000,credit_card,15168,23.58,717,OWN,0,1
5000,credit_card,33500,23.56,677,RENT,1,0
5000,credit_card,48500,23.21,672,RENT,11,0
5000,credit_card,63000,22.97,662,MORTGAGE,10,1
5000,credit_card,32000,22.53,677,MORTGAGE,6,1
5000,credit_card,32000,22.43,667,MORTGAGE,11,0
5000,credit_card,150000,22.4,662,MORTGAGE,4,0
5000,credit_card,62000,22.09,692,MORTGAGE,4,0
5000,credit_card,35000,21.71,747,RENT,5,0
5000,credit_card,112000,21.61,672,MORTGAGE,1,1
5000,credit_card,32000,21.31,692,RENT,3,0
5000,credit_card,110000,21.05,682,MORTGAGE,2,0
5000,credit_card,39520,20.95,677,RENT,11,0
5000,credit_card,120000,20.86,747,RENT,3,0
5000,credit_card,110000,20.79,697,MORTGAGE,2,1
5000,credit_card,67000,20.06,732,RENT,6,0
5000,credit_card,60000,19.9,682,MORTGAGE,6,0
5000,credit_card,58000,19.84,747,MORTGAGE,3,0
5000,credit_card,70000,19.82,677,MORTGAGE,1,0
5000,credit_card,33000,19.38,707,RENT,0,1
5000,credit_card,27000,19.33,662,MORTGAGE,2,0
5000,credit_card,40000,19.23,672,MORTGAGE,5,0
5000,credit_card,90000,19.16,717,MORTGAGE,11,0
5000,credit_card,42000,18.7,662,RENT,10,0
5000,credit_card,50000,18.55,742,MORTGAGE,5,0
5000,credit_card,31692,18.54,672,RENT,7,0
5000,credit_card,105000,17.91,667,MORTGAGE,11,0
5000,credit_card,28409,17.74,692,MORTGAGE,0,0
5000,credit_card,25200,17.67,667,RENT,0,0
5000,credit_card,75000,16.87,737,MORTGAGE,3,1
5000,credit_card,26000,16.76,682,RENT,3,0
5000,credit_card,106700,16.47,677,MORTGAGE,9,0
5000,credit_card,55000,16.43,692,MORTGAGE,4,0
5000,credit_card,52000,16.39,727,RENT,6,0
5000,credit_card,51000,15.58,682,RENT,11,1
5000,credit_card,52000,15.53,662,RENT,4,0
5000,credit_card,120000,15.52,667,RENT,4,0
5000,credit_card,66000,15.47,712,OWN,1,0
5000,credit_card,42800,15.26,717,MORTGAGE,0,0
5000,credit_card,90000,15.17,782,OWN,11,0
5000,credit_card,44000,14.81,667,RENT,3,0
5000,credit_card,110000,14.59,687,MORTGAGE,0,0
5000,credit_card,85000,14.44,682,MORTGAGE,5,0
5000,credit_card,32000,14.32,747,MORTGAGE,11,0
5000,credit_card,39000,14.31,762,RENT,6,0
5000,credit_card,49000,14.21,692,MORTGAGE,9,1
5000,credit_card,92000,13.93,667,RENT,11,0
5000,credit_card,61152,13.88,662,RENT,3,1
5000,credit_card,39000,13.66,672,RENT,0,0
5000,credit_card,45000,13.6,687,RENT,1,0
5000,credit_card,50000,12.94,672,RENT,11,0
5000,credit_card,55000,12.92,687,RENT,11,0
5000,credit_card,73465,12.86,677,RENT,6,1
5000,credit_card,65000,12.8,697,MORTGAGE,5,0
5000,credit_card,65000,12.65,687,MORTGAGE,11,0
5000,credit_card,44976,12.65,662,RENT,0,1
5000,credit_card,115000,12.31,687,RENT,9,0
5000,credit_card,45000,12.29,717,MORTGAGE,2,0
5000,credit_card,32500,12.11,712,MORTGAGE,11,0
5000,credit_card,62000,11.91,697,MORTGAGE,7,0
5000,credit_card,64000,11.78,667,RENT,11,0
5000,credit_card,175000,11.61,797,RENT,3,0
5000,credit_card,65000,11.41,672,MORTGAGE,4,0
5000,credit_card,48785,11.12,737,RENT,9,0
5000,credit_card,108000,11.1,737,MORTGAGE,6,0
5000,credit_card,35000,10.79,697,MORTGAGE,11,1
5000,credit_card,135000,10.32,717,MORTGAGE,4,0
5000,credit_card,42000,10.23,682,RENT,2,0
5000,credit_card,55000,10.12,697,MORTGAGE,3,0
5000,credit_card,19284,9.74,682,RENT,0,0
5000,credit_card,55000,9.67,672,RENT,6,0
5000,credit_card,20000,9.52,732,OWN,1,0
5000,credit_card,72000,8.9,692,MORTGAGE,11,0
5000,credit_card,58000,8.84,662,MORTGAGE,11,0
5000,credit_card,55000,8.27,687,RENT,9,0
5000,credit_card,70000,8.16,662,RENT,11,0
5000,credit_card,20000,8.16,677,RENT,4,0
5000,credit_card,47000,8.04,727,RENT,9,0
5000,credit_card,50000,7.97,727,RENT,8,1
5000,credit_card,23000,7.93,682,RENT,8,0
5000,credit_card,31000,7.67,682,OWN,6,0
5000,credit_card,75000,7.17,737,MORTGAGE,3,0
5000,credit_card,38550,6.98,732,RENT,3,0
5000,credit_card,103000,6.96,662,RENT,3,0
5000,credit_card,32000,6.79,687,RENT,3,0
5000,credit_card,150000,6.68,682,RENT,9,0
5000,credit_card,58000,6.62,667,MORTGAGE,11,0
5000,credit_card,35000,5.93,717,MORTGAGE,6,0
5000,credit_card,120000,5.82,757,OWN,11,0
5000,credit_card,75000,5.68,672,RENT,4,0
5000,credit_card,21435,5.04,727,MORTGAGE,0,0
5000,credit_card,55000,4.21,672,MORTGAGE,3,0
5000,credit_card,34000,4.17,682,RENT,3,1
5000,credit_card,49245.78,3.07,682,RENT,11,0
5000,credit_card,53000,2.4,687,RENT,3,0
5000,credit_card,90000,0.97,762,RENT,11,0
4950,credit_card,36500,10.75,677,RENT,4,0
4875,credit_card,53000,25.2,702,RENT,11,1
4850,credit_card,100000,11.76,697,RENT,3,0
4800,credit_card,20000,34.33,712,RENT,5,0
4800,credit_card,12000,31.38,672,MORTGAGE,5,0
4800,credit_card,45700,28.21,667,RENT,11,0
4800,credit_card,31000,26.56,702,RENT,4,0
4800,credit_card,25000,26.49,677,RENT,5,0
4800,credit_card,85428,26.39,692,RENT,11,0
4800,credit_card,35000,26.27,667,RENT,1,0
4800,credit_card,99660,25.21,667,MORTGAGE,11,0
4800,credit_card,31000,24.93,677,MORTGAGE,1,0
4800,credit_card,40000,23.97,662,RENT,11,0
4800,credit_card,49000,23.11,782,RENT,9,0
4800,credit_card,85000,20.66,737,OWN,11,1
4800,credit_card,140000,20.6,707,MORTGAGE,11,0
4800,credit_card,158700,17.25,697,MORTGAGE,1,0
4800,credit_card,32000,16.85,692,OWN,3,0
4800,credit_card,58000,14.64,687,RENT,8,1
4800,credit_card,45000,14.16,687,RENT,3,0
4800,credit_card,84000,10.39,697,MORTGAGE,5,0
4800,credit_card,20664,10.39,702,RENT,0,1
4800,credit_card,25000,3.55,712,RENT,4,0
4800,credit_card,65000,3.42,742,MORTGAGE,6,0
4800,credit_card,36000,2.83,682,MORTGAGE,11,0
4725,credit_card,55000,3.25,662,RENT,10,0
4700,credit_card,50000,33.68,672,MORTGAGE,11,0
4600,credit_card,44000,30.22,692,RENT,11,0
4575,credit_card,40000,16.29,697,RENT,11,0
4525,credit_card,81000,15.97,692,MORTGAGE,11,1
4500,credit_card,26000,37.17,662,RENT,3,0
4500,credit_card,45000,28.45,672,MORTGAGE,3,0
4500,credit_card,9036,18.99,732,RENT,0,0
4500,credit_card,13000,18.84,687,RENT,0,0
4500,credit_card,74000,16.09,732,MORTGAGE,11,0
4500,credit_card,30200,13.31,677,RENT,2,0
4500,credit_card,38200,11.59,672,MORTGAGE,0,0
4450,credit_card,80000,12.74,672,RENT,1,1
4400,credit_card,13536,16.13,677,RENT,0,0
4400,credit_card,28000,5.96,702,RENT,1,0
4300,credit_card,80000,9.54,727,MORTGAGE,4,0
4250,credit_card,60000,9.94,662,MORTGAGE,5,0
4225,credit_card,45000,32.75,702,MORTGAGE,8,0
4200,credit_card,37794,37.57,732,MORTGAGE,11,0
4200,credit_card,40000,30.24,667,MORTGAGE,1,0
4200,credit_card,12960,21.94,687,RENT,0,1
4200,credit_card,27000,20.36,662,RENT,0,0
4200,credit_card,65000,17.98,707,MORTGAGE,11,0
4200,credit_card,49500,17.95,742,RENT,3,0
4200,credit_card,135000,15.88,677,MORTGAGE,11,0
4200,credit_card,75000,12.78,717,RENT,1,0
4200,credit_card,42000,11.26,677,RENT,3,0
4200,credit_card,80000,10.37,692,MORTGAGE,9,0
4100,credit_card,36500,22.1,662,MORTGAGE,11,0
4000,credit_card,30996,33.76,717,MORTGAGE,6,0
4000,credit_card,22500,32.43,672,RENT,4,1
4000,credit_card,36000,29.7,672,RENT,2,0
4000,credit_card,104000,28.91,712,MORTGAGE,5,0
4000,credit_card,75000,24.85,707,MORTGAGE,11,1
4000,credit_card,47500,23.8,662,RENT,11,0
4000,credit_card,46000,23.17,687,RENT,1,0
4000,credit_card,32000,22.02,752,MORTGAGE,7,0
4000,credit_card,24000,20.85,717,RENT,2,0
4000,credit_card,68300,19.67,727,RENT,0,1
4000,credit_card,24600,19.02,702,RENT,0,0
4000,credit_card,60000,19,722,MORTGAGE,5,0
4000,credit_card,191000,18.97,692,MORTGAGE,8,0
4000,credit_card,26880,18.66,707,OWN,1,0
4000,credit_card,50000,18.43,727,RENT,11,0
4000,credit_card,70000,17.9,662,RENT,11,1
4000,credit_card,48515,17.37,732,RENT,3,0
4000,credit_card,55000,16.78,667,MORTGAGE,8,0
4000,credit_card,95000,15.77,707,MORTGAGE,11,0
4000,credit_card,50000,15.77,672,MORTGAGE,2,0
4000,credit_card,75000,15.4,662,RENT,2,0
4000,credit_card,32640,14.27,662,RENT,11,0
4000,credit_card,135000,13.84,737,MORTGAGE,9,0
4000,credit_card,23000,13.78,707,RENT,2,0
4000,credit_card,100000,13.54,817,RENT,6,0
4000,credit_card,55600,13.51,712,MORTGAGE,5,0
4000,credit_card,45000,13.47,697,MORTGAGE,11,0
4000,credit_card,26416,13.36,677,OWN,11,0
4000,credit_card,40000,13.19,707,RENT,5,0
4000,credit_card,42000,12.66,782,MORTGAGE,3,0
4000,credit_card,120000,12.21,687,RENT,1,0
4000,credit_card,32000,11.52,667,RENT,7,0
4000,credit_card,56000,11.25,662,RENT,4,0
4000,credit_card,75000,10.13,682,RENT,1,0
4000,credit_card,75000,9.17,692,MORTGAGE,7,0
4000,credit_card,14000,9.09,662,RENT,0,0
4000,credit_card,27000,7.78,742,RENT,2,0
4000,credit_card,41600,7.3,677,RENT,11,0
4000,credit_card,20000,5.73,717,RENT,6,1
4000,credit_card,45000,5.63,702,RENT,9,1
4000,credit_card,18500,3.24,662,OWN,4,0
3950,credit_card,32000,7.13,672,RENT,3,0
3925,credit_card,85000,8.13,737,MORTGAGE,0,0
3875,credit_card,62000,6.37,667,RENT,0,0
3850,credit_card,72000,10.58,732,RENT,5,0
3850,credit_card,80000,5.4,757,RENT,1,0
3725,credit_card,12420,25.51,697,RENT,0,0
3700,credit_card,125000,11.82,722,OWN,11,0
3675,credit_card,41600,27.89,662,MORTGAGE,1,1
3650,credit_card,40000,21.93,677,RENT,3,0
3600,credit_card,25000,40.61,667,RENT,4,0
3600,credit_card,20000,35.23,672,OWN,2,0
3600,credit_card,55000,33.1,672,MORTGAGE,1,0
3600,credit_card,46000,31.15,672,OWN,11,0
3600,credit_card,29999,29.69,677,MORTGAGE,2,1
3600,credit_card,38000,27.68,662,RENT,5,0
3600,credit_card,50000,24.22,687,RENT,6,0
3600,credit_card,50000,22.01,672,MORTGAGE,11,0
3600,credit_card,69000,20.7,687,MORTGAGE,5,1
3600,credit_card,33000,20.22,667,RENT,0,0
3600,credit_card,15800,19.3,692,RENT,0,0
3600,credit_card,32532,17.74,697,RENT,3,0
3600,credit_card,37100,17.18,762,RENT,5,0
3600,credit_card,105000,16.3,677,MORTGAGE,1,0
3600,credit_card,100000,6.73,702,MORTGAGE,10,0
3600,credit_card,83000,1.73,777,RENT,6,0
3575,credit_card,92000,24.2,702,MORTGAGE,11,0
3500,credit_card,48000,26.15,662,RENT,8,1
3500,credit_card,39500,26.13,682,MORTGAGE,0,1
3500,credit_card,44000,25.9,667,RENT,4,1
3500,credit_card,40000,23.67,697,MORTGAGE,2,1
3500,credit_card,22000,20.89,682,RENT,3,0
3500,credit_card,70000,18.94,667,RENT,11,0
3500,credit_card,77000,15.15,687,MORTGAGE,9,0
3500,credit_card,69000,1.41,747,RENT,4,0
3350,credit_card,51000,10.25,747,RENT,11,0
3225,credit_card,104000,13.9,662,MORTGAGE,11,0
3200,credit_card,83000,5.05,807,MORTGAGE,11,0
3025,credit_card,24000,23.35,667,MORTGAGE,4,0
3000,credit_card,42000,34.49,687,OWN,3,0
3000,credit_card,34000,33.71,687,RENT,11,1
3000,credit_card,35000,32.92,722,OWN,2,0
3000,credit_card,45000,31.41,727,MORTGAGE,11,0
3000,credit_card,68000,31.32,702,MORTGAGE,4,0
3000,credit_card,64000,29.65,702,RENT,11,1
3000,credit_card,41681,25.42,692,MORTGAGE,11,0
3000,credit_card,68000,23.97,752,MORTGAGE,11,0
3000,credit_card,57777.72,23.35,662,MORTGAGE,11,1
3000,credit_card,85000,20.64,702,OWN,11,1
3000,credit_card,48000,19.28,702,RENT,2,1
3000,credit_card,55000,18.31,677,RENT,10,0
3000,credit_card,35000,18.21,692,RENT,4,0
3000,credit_card,45000,17.81,702,RENT,9,0
3000,credit_card,35000,16.91,667,MORTGAGE,11,0
3000,credit_card,36000,15.03,702,RENT,9,0
3000,credit_card,45364,14.97,677,RENT,10,0
3000,credit_card,140000,12.64,702,MORTGAGE,11,0
3000,credit_card,50000,12.55,772,RENT,1,0
3000,credit_card,25000,11.71,677,RENT,0,0
3000,credit_card,68000,11.08,762,RENT,4,0
3000,credit_card,20000,9.1,692,RENT,0,0
3000,credit_card,38800,8.48,687,RENT,3,0
3000,credit_card,60000,8.42,727,RENT,7,0
3000,credit_card,75000,6.72,677,RENT,11,0
3000,credit_card,50000,6.43,692,MORTGAGE,1,0
3000,credit_card,58000,4.7,672,RENT,1,0
3000,credit_card,48000,4,667,OWN,3,0
3000,credit_card,33954,3.18,677,RENT,3,0
3000,credit_card,45000,2.27,707,RENT,1,0
2875,credit_card,50000,30.68,677,MORTGAGE,8,0
2875,credit_card,26400,4.79,717,RENT,5,0
2800,credit_card,46000,27.99,702,MORTGAGE,11,0
2800,credit_card,28000,8.66,682,RENT,3,0
2675,credit_card,42000,34.14,707,MORTGAGE,3,0
2625,credit_card,40000,43.47,677,MORTGAGE,11,0
2500,credit_card,37906,40.25,662,MORTGAGE,0,0
2500,credit_card,28000,35.88,682,OWN,0,0
2500,credit_card,85000,26.3,807,MORTGAGE,2,0
2500,credit_card,47500,24.28,667,MORTGAGE,11,1
